created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Nov 12 07:03:12 +0000 2023;1723597293612564695;"Bosan setiap main judi online karena kalah terus? Gabung bersama kami di KEJUQQ 100% player vs player 20% bonus referral 0,5% bonus rollingan Contact Us : 📞WA :+85560313348 📌LINK :https://t.co/7dHbpbr9hV https://t.co/zE2TGBk3n1";0;0;0;0;in;1645323681038729216;1723597293612564695;BiancaApri73127;https://twitter.com/BiancaApri73127/status/1723597293612564695
Sun Nov 12 07:02:25 +0000 2023;1723597098619400487;"Bosan setiap main judi online karena kalah terus? Gabung bersama kami di KEJUQQ 100% player vs player 20% bonus referral 0,5% bonus rollingan Contact Us : 📞WA :+85560313348 📌LINK :https://t.co/91YMdcrHVb https://t.co/GPeSLmT148";0;0;0;0;in;1328798761095626754;1723597098619400487;BayuNur67456713;https://twitter.com/BayuNur67456713/status/1723597098619400487
Sun Nov 12 07:02:01 +0000 2023;1723596996668477727;"Bosan setiap main judi online karena kalah terus? Gabung bersama kami di KEJUQQ 100% player vs player 20% bonus referral 0,5% bonus rollingan Contact Us : 📞WA :+85560313348 📌LINK :https://t.co/awWZrYm55l https://t.co/VAAsAnHRKk";0;0;0;0;in;1291835413431119872;1723596996668477727;Jenny51726182;https://twitter.com/Jenny51726182/status/1723596996668477727
Sun Nov 12 06:52:45 +0000 2023;1723594663305810400;"Result " SYDNEY " 12 NOVEMBER 2023 HASIL RESULT 4D ▶ 57-1342 SAH✍ Shio : ANJING Unsur: AIR  DIVA168 Situs Judi Online SLOT,CASINO,TOGEL,SPORT BOOK,DLL Min Depo Rp10.000 / Min WithDraw Rp50.000 ✅DEPO Via PULSA TELKOMSEL &amp  XL  Min DP Rp25.000 https://t.co/83ZaKFDLZo";0;0;0;0;in;1681951070229245952;1723594663305810400;TMarket1satu;https://twitter.com/TMarket1satu/status/1723594663305810400
Sun Nov 12 06:49:35 +0000 2023;1723593865549242679;"@adnardn salah pilih pemimpin itu nasibnya sial .  membuka pintu pinjol disatu sisi . dan di lain sisi judi online gak bisa di berantas . double kill . mana kerjaan susah katanya (triple kill) . kashan korbannya";0;0;1;0;in;996458382876803072;1723289026780877014;celebesid_;https://twitter.com/celebesid_/status/1723593865549242679
Sun Nov 12 06:49:00 +0000 2023;1723593719520407869;"@PatriciaGow10 @LiatAjaX @_TNIAU tolong ini ada anak anggotanya promosiin Judi Online";0;0;0;0;in;1421456943781089286;1723515421478064327;AvoAvi1;https://twitter.com/AvoAvi1/status/1723593719520407869
Sun Nov 12 06:48:02 +0000 2023;1723593476707905595;"Result " SHANGHAI4D-D " 12 NOVEMBER 2023 HASIL RESULT 4D ▶ 9562 SAH✍ Shio : HARIMAU Unsur: AIR  DIVA168 Situs Judi Online SLOT,CASINO,TOGEL,SPORT BOOK,DLL Min Depo Rp10.000 / Min WithDraw Rp50.000 ✅DEPO Via PULSA TELKOMSEL &amp  XL  Min DP Rp25.000 https://t.co/4xuKJJhm1q";0;0;0;0;in;1681951070229245952;1723593476707905595;TMarket1satu;https://twitter.com/TMarket1satu/status/1723593476707905595
Sun Nov 12 06:37:27 +0000 2023;1723590813324837105;"TOTOMACAU 13:00 WIB 12-11-2023 Result : 6253 SHIO   : BABI Kami Ucapkan Selamat Kepada Para Pemenang. Ayok Main disitus Judi Online Terbaik. Link: https://t.co/p05v1d1nic  #inatogel #bandartogel #resulttotomacau #angkatogel #situsjudionline #situsterpercaya #situsgacor";0;0;0;0;in;1585154439291187200;1723590813324837105;INATOGEL888;https://twitter.com/INATOGEL888/status/1723590813324837105
Sun Nov 12 06:27:19 +0000 2023;1723588261866885132;"ini knp iklan yg lewat isinya judi online??!!";0;0;0;0;in;1474810033166700548;1723588261866885132;swxxtscxr;https://twitter.com/swxxtscxr/status/1723588261866885132
Sun Nov 12 06:14:33 +0000 2023;1723585052062413245;"Nggak judi online, judi offline... Klop dah ...";0;0;0;0;in;574212187;1723585052062413245;PutuSambernyawa;https://twitter.com/PutuSambernyawa/status/1723585052062413245
Sun Nov 12 06:00:11 +0000 2023;1723581434836009307;"@sxnbxnzakvra Dek jgn lupa kalau ada yg mau main slot atau judi online di ombak4d ya..";0;0;0;0;in;1712363641155317760;1723406736974033358;maingame397150;https://twitter.com/maingame397150/status/1723581434836009307
Sun Nov 12 06:00:01 +0000 2023;1723581391919849510;"Ya gak papa, Motor gua belum balik nama pun 😏";0;0;0;0;in;10352972;1723581391919849510;esonesia;https://twitter.com/esonesia/status/1723581391919849510
Sun Nov 12 05:53:19 +0000 2023;1723579709089603992;"Keren, Center of the universe memang planet ini... #FreePalestine  #HumanitarianAid";0;0;0;0;en;10352972;1723579709089603992;esonesia;https://twitter.com/esonesia/status/1723579709089603992
Sun Nov 12 05:42:03 +0000 2023;1723576872918024347;"@RickyKardjono Priceless";0;1;0;1;en;1628361601928790017;1723530206693228878;lvonlinelvobet;https://twitter.com/lvonlinelvobet/status/1723576872918024347
Sun Nov 12 05:34:10 +0000 2023;1723574889595232575;"@idextratime Girona juara, apakah bakal ada fams yg bikin kubu judi bola online gulung tikar seperti saat leichester dulu ?";0;0;0;0;in;1205106706377658368;1723349010033869248;Leopurwanto4;https://twitter.com/Leopurwanto4/status/1723574889595232575
Sun Nov 12 05:27:39 +0000 2023;1723573248313716846;"Sobat Polri,  Yuk simak berikut beberapa dampak buruk dari judi online. https://t.co/2Pjw54IMr6";0;0;0;0;in;782841426723745792;1723573248313716846;poldabengkulu;https://twitter.com/poldabengkulu/status/1723573248313716846
Sun Nov 12 05:15:01 +0000 2023;1723570070968828337;"https://t.co/zNYKkJtunc SENANG4D | Situs Judi Online Terbaik Terpercaya situs judi online | judi online terbaik | judi online terpercaya | situs senang4d | senang4d #senang4d #situssenang4d #situsjudionline #judionlineterbaik #judionlineterpercaya https://t.co/BAzMnVnWDq";0;0;0;0;in;1712353067373678592;1723570070968828337;senanggroup;https://twitter.com/senanggroup/status/1723570070968828337
Sun Nov 12 04:53:20 +0000 2023;1723564613109952892;"Keren banget bekasi, rame banget yg turun kejalan beri dukungan untuk Palestina. Ini satu galaksi dikumpulin atau cuma 1 planet?  #FreePalestine  #CeasefireInGazaNOW";0;0;0;2;in;10352972;1723564613109952892;esonesia;https://twitter.com/esonesia/status/1723564613109952892
Sun Nov 12 04:49:16 +0000 2023;1723563588646801674;"https://t.co/bfklQr1Ztl SENANG4D | Situs Judi Online Terbaik Terpercaya situs judi online | judi online terbaik | judi online terpercaya | situs senang4d | senang4d #senang4d #situssenang4d #situsjudionline #judionlineterbaik #judionlineterpercaya https://t.co/sx1Due837v";0;0;0;0;in;1715232731406491648;1723563588646801674;senang4dslot;https://twitter.com/senang4dslot/status/1723563588646801674
Sun Nov 12 04:40:41 +0000 2023;1723561429608116516;"Meskipun judi online dan futures trading berbeda, tapi kemungkinan untuk bunuh diri itu masih ada ya kawan🙏";0;0;0;0;in;29193258;1723561429608116516;hinodelpa;https://twitter.com/hinodelpa/status/1723561429608116516
Sun Nov 12 04:40:04 +0000 2023;1723561273286393967;"JADWAL PIALA DUNIA U17 2023 INDONESIA 12 NOVEMBER 2023  Grup F ✪ Venezuela U17 VS New Zealand U17 16.00 WIB ✪ Mexico U17 VS Jerman U17 19.00 WIB  LINK LIVE : ADA DI BIO!!  #jaya365 #jaya335parlay #WorldCupU17 #PialaDuniaU17 #jerman #germany #mexico #venezuela #NewZealand https://t.co/X7IPTbG2ww";0;1;0;0;in;1443438513844748288;1723561273286393967;JAYA365OFC;https://twitter.com/JAYA365OFC/status/1723561273286393967
Sun Nov 12 04:38:48 +0000 2023;1723560956427735501;"JADWAL PIALA DUNIA U17 2023 INDONESIA 12 NOVEMBER 2023  Grup E ✪ Prancis U17 VS Burkina Faso U17 16.00 WIB ✪ Korea Selatan U17 VS USA U17 19.00 WIB  LINK LIVE : ADA DI BIO!!!!  #jaya365 #jaya335parlay #WorldCupU17 #PialaDuniaU17 #france #prancis #southkorea #usa https://t.co/XCiZ2SvL8z";0;1;0;0;in;1443438513844748288;1723560956427735501;JAYA365OFC;https://twitter.com/JAYA365OFC/status/1723560956427735501
Sun Nov 12 04:30:24 +0000 2023;1723558841999397288;"💸 RTP Live Slot Online Hari Ini #Iogsport 🗓️ Minggu , 12 November 2023  ✨ Link Gacor :  https://t.co/qEwJfXbQpl ✨ Telegram :  https://t.co/de2h77vBzF  ⚽️ Iogsport Situs Taruhan Judi Online Terlengkap ⚽️ Minimal Deposit 10rb ⚽️ Terima Deposit via Bank, E-Wallet, Pulsa &amp  QRIS https://t.co/1ZiAdyIDUE";0;0;0;0;in;1655001796883136512;1723558841999397288;linkiogsport;https://twitter.com/linkiogsport/status/1723558841999397288
Sun Nov 12 04:18:55 +0000 2023;1723555949854839208;"-dips! Gimana tanggapan kalian kalau kalian tau ayah kalian main judi slot online yang notabenenya kami ini orang susah, anyway dia bisa main karna habis ngejual Tanah nya dikampung 😭😭. Sender kesel banget, udah dibilangin malah msh tetep main 😠😠. Tapi ayah  (cont..)";5;22;2;25;in;1177052356925513728;1723555949854839208;undipmenfess;https://twitter.com/undipmenfess/status/1723555949854839208
Sun Nov 12 04:03:11 +0000 2023;1723551993225179497;"@P4P4B0W0_2024 @99propaganda @AgusYudhoyono @andre_rosiade @AndreasSolusi @BANGSAygSUJUD @bengkeldodo @Bank_Joee_ @ganjarpranowo @Ndons_Back @alextham878 Pantesan merajalela begal, judi online, pinjol, dll. Intel mlototin lawan politik";0;0;0;1;in;1647571685036654593;1723231582931259887;JayaManula;https://twitter.com/JayaManula/status/1723551993225179497
Sun Nov 12 03:43:39 +0000 2023;1723547077580316731;"Virus Paling Berbahaya! Ustaz Fakhrurrazi Tegaskan Main Judi Online Bikin Hidup Tidak Berkah  https://t.co/ImwTjvL1TI";0;0;0;0;in;89877164;1723547077580316731;fajaronline;https://twitter.com/fajaronline/status/1723547077580316731
Sun Nov 12 03:34:05 +0000 2023;1723544666245915096;"Judi online, jangan dilupakan. Likuiditas di level grassroot sudah kering. Cek saja yang jualan makanan dengan ceruk pasar rakyat bawah. Sepi semua.";0;0;6;3;in;54493591;1723544666245915096;AgusSaptono;https://twitter.com/AgusSaptono/status/1723544666245915096
Sun Nov 12 03:02:08 +0000 2023;1723536627514097975;"@mantriss Judi online juga mas";0;0;0;0;et;251670781;1723536323146133548;Lukman_Mth;https://twitter.com/Lukman_Mth/status/1723536627514097975
Sun Nov 12 03:02:02 +0000 2023;1723536602528661667;"Dulu tahun 1945 Serikat Pekerja pelabuhan dan para buruh di Australia melakukan aksi mogok kerja, menentang dan memblokade kapal² Belanda terutama yg mengangkut amunisi  menuju Indonesia.  Sejarah berulang";0;0;2;0;in;10352972;1723536602528661667;esonesia;https://twitter.com/esonesia/status/1723536602528661667
Sun Nov 12 02:56:01 +0000 2023;1723535089097990234;"Bukti Pembayaran LUNAS NDS4D 📷Situs Judi Online Terpercaya yang Menyediakan Game TERLENGKAP DI INDONESIA,Dengan rate kemenangan tertinggi di antara situs situs lain,Daftar Sekarang Juga di situs NDS4D 📷  📷WHATSAPP : +62 822-2655-4245  #polagacorterbaru #polagacorhariini #nds4d https://t.co/lAQolHRcsD";0;0;0;0;in;1699735148445728768;1723535089097990234;nds4d_gacor;https://twitter.com/nds4d_gacor/status/1723535089097990234
Sun Nov 12 02:52:51 +0000 2023;1723534292306088099;"@CNNIndonesia Bapak Judi Online Indonesia 👍";0;0;0;0;in;1591491358509830144;1723361410015781054;sayriyangapusi;https://twitter.com/sayriyangapusi/status/1723534292306088099
Sun Nov 12 02:51:18 +0000 2023;1723533901065540023;"Beliau pernah bilang: Senyum itu shadaqah, nah orang Indonesia katanya paling banyak shadaqahnya gegara ramah dan gampang senyum hahaha.";0;0;0;0;in;10352972;1723532410405683383;esonesia;https://twitter.com/esonesia/status/1723533901065540023
Sun Nov 12 02:49:55 +0000 2023;1723533554389602781;"@PatriciaGow10 @LiatAjaX masa bapaknya TNI anaknya marketing judi online kak :(";0;14;2;22;in;700259582;1723515421478064327;ElmitaDianova;https://twitter.com/ElmitaDianova/status/1723533554389602781
Sun Nov 12 02:49:28 +0000 2023;1723533441776701524;"@kompascom Bapak Judi Online Indonesia 👍";0;0;0;0;in;1591491358509830144;1723529692412850566;sayriyangapusi;https://twitter.com/sayriyangapusi/status/1723533441776701524
Sun Nov 12 02:45:22 +0000 2023;1723532410405683383;"Punya kenalan mahasiswa asal palestina yg kuliah di Malaysia, Br. Ahmad beliau nyambi jadi volunteer lembaga² kemanusiaan berbasis muslim asal Eropa dan Timur tengah. Kalau ke Indonesia sekaligus jadi penerjemah. 30 hari ini via WA mengabarkan terus situasi gaza.";0;1;0;0;in;10352972;1723532410405683383;esonesia;https://twitter.com/esonesia/status/1723532410405683383
Sun Nov 12 02:40:53 +0000 2023;1723531281714262413;"#Kodomo99 &gt &gt  Situs Judi Bola Online serta Bandar Slot Paling Dipercaya , Agen Togel Online dengan pelayanan Terbaik Member Baru Dijamin WD &amp  Kemenangan Berapapun kami Proseskan ✅ Modal Receh Jadi Jutawan  👇🏻 Link Daftar|Login : https://t.co/c0BkQMTNvj https://t.co/ZUoObvZiF0";0;0;0;0;in;1621422885377294336;1723531281714262413;Kodomo99_;https://twitter.com/Kodomo99_/status/1723531281714262413
Sun Nov 12 02:40:39 +0000 2023;1723531223191175282;"#Kodomo99 &gt &gt  Situs Judi Bola Online serta Bandar Slot Paling Dipercaya , Agen Togel Online dengan pelayanan Terbaik Member Baru Dijamin WD &amp  Kemenangan Berapapun kami Proseskan ✅ Modal Receh Jadi Jutawan  👇🏻 Link Daftar|Login : https://t.co/c0BkQMTNvj https://t.co/b4pAa0OUKP";0;0;0;0;in;1621422885377294336;1723531223191175282;Kodomo99_;https://twitter.com/Kodomo99_/status/1723531223191175282
Sun Nov 12 02:40:04 +0000 2023;1723531074893135979;"#Nila88&gt  Situs Judi Bola Online serta Bandar Slot Paling Dipercaya , Agen Togel Online dengan Pelayanan terbaik      👇🏻 Link Daftar|Login : https://t.co/xcHbZb2xpW  #judislot #slotsonline #rtpslot #rtpgacor https://t.co/ZqnilDe4pL";0;0;0;0;in;1621419693092519936;1723531074893135979;Nila88_;https://twitter.com/Nila88_/status/1723531074893135979
Sun Nov 12 02:39:56 +0000 2023;1723531041867276781;"#Nila88&gt  Situs Judi Bola Online serta Bandar Slot Paling Dipercaya , Agen Togel Online dengan Pelayanan terbaik      👇🏻 Link Daftar|Login : https://t.co/xcHbZb2xpW  #judislot #slotsonline #rtpslot #rtpgacor https://t.co/P8KdWd3LDi";0;0;0;0;in;1621419693092519936;1723531041867276781;Nila88_;https://twitter.com/Nila88_/status/1723531041867276781
Sun Nov 12 02:39:50 +0000 2023;1723531014033866782;"#Nila88&gt  Situs Judi Bola Online serta Bandar Slot Paling Dipercaya , Agen Togel Online dengan Pelayanan terbaik      👇🏻 Link Daftar|Login : https://t.co/xcHbZb2xpW  #judislot #slotsonline #rtpslot #rtpgacor https://t.co/iYbHl2xHgZ";0;0;0;0;in;1621419693092519936;1723531014033866782;Nila88_;https://twitter.com/Nila88_/status/1723531014033866782
Sun Nov 12 02:37:09 +0000 2023;1723530342076960776;"Dari suggest reels IG nemu sebuah akun yang isi konten bahkan username nya terang terangan mendukung salah seorang capres.  Tapi di tengah ada watermark dan caption nya ada hashtag judi online 🤦🤦🤦";0;0;0;0;in;1213124948249628672;1723530342076960776;ronsesabr;https://twitter.com/ronsesabr/status/1723530342076960776
Sun Nov 12 02:32:31 +0000 2023;1723529175414591969;"@daryanpratama_ @tipsylionn @Indostransfer Kerjasama sama BUMN BRI itupun intervensi bapak tohir. Liat liga asean lain sponsornya swasta";0;1;0;0;in;1712132376376274944;1723273238674043355;JgnJudiOnline;https://twitter.com/JgnJudiOnline/status/1723529175414591969
Sun Nov 12 02:25:58 +0000 2023;1723527525585019215;"@steycomeback @UntaRagunan @Indostransfer Masuk ranking 100 FIFA udah membuktikan kemampuan mereka";0;0;0;1;in;1712132376376274944;1723314626069434878;JgnJudiOnline;https://twitter.com/JgnJudiOnline/status/1723527525585019215
Sun Nov 12 02:22:04 +0000 2023;1723526545871114365;"Sizi99 &gt &gt  Situs Judi Bola Online serta Bandar Slot Paling Dipercaya , Agen Togel Online dengan pelayanan Terbaik Member Baru Dijamin WD &amp  Kemenangan Berapapun kami Proseskan ✅  👇🏻 Link Daftar|Login : https://t.co/y78AqMEfL1 https://t.co/P5AXhfj6yl";0;0;0;0;in;1613506987429617665;1723526545871114365;Sizi99_;https://twitter.com/Sizi99_/status/1723526545871114365
Sun Nov 12 02:21:57 +0000 2023;1723526514808111392;"Sizi99 &gt &gt  Situs Judi Bola Online serta Bandar Slot Paling Dipercaya , Agen Togel Online dengan pelayanan Terbaik Member Baru Dijamin WD &amp  Kemenangan Berapapun kami Proseskan ✅  👇🏻 Link Daftar|Login : https://t.co/y78AqMEfL1 https://t.co/mxD5oitVMp";0;0;0;0;in;1613506987429617665;1723526514808111392;Sizi99_;https://twitter.com/Sizi99_/status/1723526514808111392
Sun Nov 12 02:21:25 +0000 2023;1723526380296786147;"@92MillionDollar @raretiopoopo @makanbolaID @Indostransfer Kan bisa latihan gaharus ikut kompetisi. Dikira pemain timnas Senegal U17 ada liga u17nya. Emang yg dipake bocah tiktok, coba ajak anak daerah timur";0;0;0;0;in;1712132376376274944;1723258418218328428;JgnJudiOnline;https://twitter.com/JgnJudiOnline/status/1723526380296786147
Sun Nov 12 02:16:40 +0000 2023;1723525187747156015;"@id_fm setuju dan gak setuju sih, it way more complex than that, mach engine FM disamain sama judi online wkwkwk";0;0;0;0;in;1673366316777103360;1723341364308656177;vlookup90;https://twitter.com/vlookup90/status/1723525187747156015
Sun Nov 12 02:15:20 +0000 2023;1723524851976286226;"@KompasTV @yunartowijaya Licik nya gibran ini persis sm licik nya sutradara drakor,cb dong gagasan sikat koruptor atw sikat judi online atw bahas pelanggaran ham berat";0;0;0;0;in;1700083304035426304;1723496385901928784;styaning2684910;https://twitter.com/styaning2684910/status/1723524851976286226
Sun Nov 12 02:15:02 +0000 2023;1723524774029336719;"@DavidWijaya82 Bapak Judi Online Indonesia👍";0;0;0;0;in;1591491358509830144;1723363492063764835;sayriyangapusi;https://twitter.com/sayriyangapusi/status/1723524774029336719
Sun Nov 12 01:59:14 +0000 2023;1723520798038859848;"@CNNIndonesia Bapak Judi Online Indonesia";0;0;0;0;in;1591491358509830144;1723347371445141768;sayriyangapusi;https://twitter.com/sayriyangapusi/status/1723520798038859848
Sun Nov 12 01:59:06 +0000 2023;1723520762919932184;"iseng main ke https://t.co/aaLIQbzaZL. iklannya judi online anjir wkwk";0;0;0;0;in;865406057522188288;1723520762919932184;lifeblurb_;https://twitter.com/lifeblurb_/status/1723520762919932184
Sun Nov 12 01:38:28 +0000 2023;1723515572888256836;"makanya di kantor gue yg skrg ada perjanjian karyawan tidak boleh kecanduan main game online/judi online wkwk ternyata emang sinting ya ada case aslinya";0;0;0;2;in;3183571386;1723515572888256836;Lovebirrdd;https://twitter.com/Lovebirrdd/status/1723515572888256836
Sun Nov 12 01:37:22 +0000 2023;1723515293547552847;"Situs Judi Togel Online Terpercaya Whatsapp : +6281321532318 Web : https://t.co/LhNzx8e2tN Situs Judi Togel Online Terpercaya #gaib4d #togel #togelsgp #bandartogel #agentogel #juditogel #prediksitogel #situstogelonline https://t.co/B06mbhm6Ay";0;0;0;0;et;1450428075271880704;1723515293547552847;gaib4d;https://twitter.com/gaib4d/status/1723515293547552847
Sun Nov 12 01:27:32 +0000 2023;1723512822129406005;"@JulianNielson_ kalo kalian melihat ada orang yang bunuh diri, melakukan kejahatan karena dia rugi dari judi online";0;2;0;0;in;1618862684501573633;1723512365893951639;PrabuEisen;https://twitter.com/PrabuEisen/status/1723512822129406005
Sun Nov 12 01:24:52 +0000 2023;1723512150109598205;"PENGEN MAXWIN LIAT LINK NYA DULU BOSQUUE GACOR APA NGK😍NIH LINK YG LAGI HOKI  GACOR UDAH BNYAK MEMBER YG NETEP DISINI KARENA SERING DIKASIH MAXWIN💥 BULANSLOT138 Situs Judi Slot Online Gacor Terpercaya dan Di Pastikan Amanah  Jangan Lupa Daftarkan Diri Anda Langsung Bersama Kami https://t.co/AGtDpBwYjK";0;1;0;0;in;1706721403490402305;1723512150109598205;Bulan138;https://twitter.com/Bulan138/status/1723512150109598205
Sun Nov 12 01:24:26 +0000 2023;1723512041242243402;"Macan168 Situs Judi Slot Online 2023 Web : https://t.co/6ViBozH57u Situs RTP Live Slot Gacor #slot #slotonline #slotgacor #macan168 #pragmatic #colosal #BarnFestival #littlegem #shininghot100 #GorillaMayhem #Muertos #pgsoft #Mysticalspirit https://t.co/tZMttAGazh";0;0;0;0;en;1655088972950032384;1723512041242243402;mmacan168;https://twitter.com/mmacan168/status/1723512041242243402
Sun Nov 12 01:23:18 +0000 2023;1723511755002060840;"Macan168 Situs Judi Slot Online 2023 Web : https://t.co/6ViBozH57u Situs RTP Live Slot Gacor #slot #slotonline #slotgacor #macan168 #pragmatic #colosal #BarnFestival #littlegem #shininghot100 #GorillaMayhem #Muertos #pgsoft #Mysticalspirit https://t.co/2ln2VjqUBv";0;0;0;0;en;1655088972950032384;1723511755002060840;mmacan168;https://twitter.com/mmacan168/status/1723511755002060840
Sun Nov 12 01:02:51 +0000 2023;1723506608490336461;"@jokowi Bapak Judi Online Indonesia 👍";0;0;0;0;in;1591491358509830144;1723346224626225310;sayriyangapusi;https://twitter.com/sayriyangapusi/status/1723506608490336461
Sun Nov 12 00:55:48 +0000 2023;1723504835293790219;"@jokowi Bapak Judi Online Indonesia 👍";0;0;0;0;in;1591491358509830144;1723350372998074433;sayriyangapusi;https://twitter.com/sayriyangapusi/status/1723504835293790219
Sun Nov 12 00:54:17 +0000 2023;1723504452475519129;"@CCICPolri @kemkominfo @ojkindonesia @RadioElshinta judi online... https://t.co/SDg52U2XRr";0;0;0;0;et;1389357672;1723504452475519129;jk4ang;https://twitter.com/jk4ang/status/1723504452475519129
Sun Nov 12 00:17:01 +0000 2023;1723495076733882611;"Alibababet Adalah Situs Judi Online Terpercaya Yang Sudah Berlisensi Resmi  ✅ Bonus 100% Member Baru DEPOSIT IDR 25.000 DAPAT IDR 50.000  🟢 Ada Info RTP Slot Gacor Setiap Hari  📲 Whatsapp Resmi = 0812-2753-5790 🌐 Link Situs = Ketik Di Google "Alibababet"  #alibababet https://t.co/VWPYl6g4Ze";0;1;0;0;in;1473818084695625735;1723495076733882611;ALIBABABETRESMI;https://twitter.com/ALIBABABETRESMI/status/1723495076733882611
Sun Nov 12 00:11:43 +0000 2023;1723493739845517564;"S10t PALADIN288 merupakan permainan game slot online yang paling banyak diminati para pemain judi online untuk Deposit Minimal 10.000 Tanpa Potongan di tahun 2023 ini.Bukti Menang Besar Di PALADIN288 .. Tunggu Apa Lagi ?  Deposit Pulsa TANPA POTONGAN. WA :+62 813-7876-9107 https://t.co/qGYZNuHpb9";0;0;0;0;in;1710048945806757888;1723493739845517564;_pocopoco288;https://twitter.com/_pocopoco288/status/1723493739845517564
Sun Nov 12 00:05:00 +0000 2023;1723492051378221320;"@adnardn judi online + pinjaman online tidak untuk semua orang #begambleaware";0;0;0;0;in;2266978002;1723289026780877014;arimancer13;https://twitter.com/arimancer13/status/1723492051378221320
